title,artist,top_genre,year_released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top_year,artist_type,pop_today,track_id,url,streams
#SELFIE,The Chainsmokers,dance pop,2014,2020‑06‑10,128,92,79,-3,8,66,184,1,25,69,2014,Duo,60,1HOlb9rdNOmy9b1Fakicjo,https://open.spotify.com/track/1HOlb9rdNOmy9b1Fakicjo,255015796.00
#thatPOWER,will.i.am,dance pop,2013,2020‑06‑11,128,61,80,-6,7,40,280,0,6,74,2013,Solo,64,01TuObJVd7owWchVRuQbQw,https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw,270210263.00
...Ready For It?,Taylor Swift,pop,2017,2021‑01‑28,160,76,61,-7,20,42,208,5,14,78,2017,Solo,79,2yLa0QULdQr0qAIvVwN6B5,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,827343492.00
1-800-273-8255,Logic,conscious hip hop,2017,2021‑01‑28,100,57,62,-8,19,36,250,57,5,82,2017,Solo,73,5tz69p7tJuGPeMGwNTxYuV,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,1372950198.00
17,MK,dance pop,2017,2020‑06‑22,122,83,70,-7,7,67,196,0,7,69,2018,Solo,59,15DwFznkBJir7AK9PyMyRR,https://open.spotify.com/track/15DwFznkBJir7AK9PyMyRR,224659733.00
1950,King Princess,alt z,2018,2021‑06‑10,72,54,60,-7,16,27,225,65,11,77,2018,Solo,64,0CZ8lquoTX2Dkg7Ak2inwA,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA,583013919.00
2 On (feat. ScHoolboy Q),Tinashe,alternative r&b,2014,2020‑06‑10,101,60,74,-8,11,43,227,15,11,77,2014,Solo,79,3jVtllWS5CFFWLQng8sKsr,https://open.spotify.com/track/3jVtllWS5CFFWLQng8sKsr,468254122.00
212,Azealia Banks,dance pop,2014,2020‑06‑22,126,77,85,-6,8,62,205,1,26,73,2012,Solo,69,7mDKRYiqejoHzP7dQGxLys,https://open.spotify.com/track/7mDKRYiqejoHzP7dQGxLys,285936229.00
22,Taylor Swift,pop,2012,2020‑06‑11,104,73,66,-7,5,67,232,0,4,74,2013,Solo,63,6ce41JVa6KFaryfmC2bu2W,https://open.spotify.com/track/6ce41JVa6KFaryfmC2bu2W,411139650.00
24K Magic,Bruno Mars,dance pop,2016,2021‑01‑28,107,80,82,-4,15,63,226,3,8,82,2017,Solo,80,6b8Be6ljOzmkOmFslEb23P,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,1553036389.00
3 Nights,Dominic Fike,alternative pop rock,2018,2020‑06‑22,152,52,82,-7,10,88,178,22,9,84,2019,Solo,77,0uI7yAKUf52Cn7y3sYyjiX,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX,1089570702.00
3005,Childish Gambino,atl hip hop,2013,2020‑06‑11,166,45,47,-7,9,64,234,11,33,83,2013,Solo,75,2X6b7zLdIxCejd6GqVcQ9M,https://open.spotify.com/track/2X6b7zLdIxCejd6GqVcQ9M,895524694.00
50 Ways to Say Goodbye,Train,dance pop,2012,2020‑06‑22,140,94,59,-3,14,74,248,0,5,73,2012,Band/Group,66,2NniAhAtkRACaMeYt48xlD,https://open.spotify.com/track/2NniAhAtkRACaMeYt48xlD,198237834.00
6 Foot 7 Foot,Lil Wayne,hip hop,2011,2020‑06‑16,79,75,37,-5,32,60,249,0,30,77,2011,Solo,69,5Qy6a5KzM4XlRxsNcGYhgH,https://open.spotify.com/track/5Qy6a5KzM4XlRxsNcGYhgH,533863004.00
679 (feat. Remy Boyz),Fetty Wap,new jersey rap,2015,2020‑06‑19,190,72,62,-6,63,60,197,0,32,79,2015,Solo,72,5NQbUaeTEOGdD6hHcre0dZ,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ,843430497.00
7 Years,Lukas Graham,danish pop,2016,2020‑06‑08,120,47,77,-6,39,34,237,29,5,83,2016,Band/Group,79,5kqIPrATaCc2LqxVWzQGbk,https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk,2061279311.00
7 rings,Ariana Grande,dance pop,2019,2020‑06‑22,140,32,78,-11,9,33,179,59,33,88,2019,Solo,82,6ocbgoVGwYJhOv1GgI9NsF,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2411396247.00
A Sky Full of Stars,Coldplay,permanent wave,2014,2020‑06‑10,125,68,55,-6,21,16,268,1,3,85,2014,Band/Group,85,0FDzzruyVECATHXKHFs9eJ,https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ,1738162303.00
Adan y Eva,Paulo Londra,argentine hip hop,2019,2020‑06‑22,172,71,77,-4,7,72,257,32,34,76,2019,Solo,72,132ALUzVLmqYB4UsBj5qD6,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,975024432.00
Adorn,Miguel,dance pop,2012,2020‑06‑22,179,58,63,-6,19,24,193,5,18,72,2012,Solo,70,25cUhiAod71TIQSNicOaW3,https://open.spotify.com/track/25cUhiAod71TIQSNicOaW3,461986202.00
Adventure of a Lifetime,Coldplay,permanent wave,2015,2020‑06‑08,112,92,64,-4,15,53,264,0,4,79,2016,Band/Group,79,69uxyAqqPIsUyTO8txoP2M,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,1125839828.00
Ain't It Fun,Paramore,candy pop,2013,2020‑06‑25,104,89,61,-4,2,67,297,15,9,78,2013,Band/Group,71,1j8z4TTjJ1YOdoFEDwJTQa,https://open.spotify.com/track/1j8z4TTjJ1YOdoFEDwJTQa,516183048.00
Airplanes (feat. Hayley Williams of Paramore),B.o.B,atl hip hop,2010,2022‑02‑17,93,87,66,-4,4,38,180,11,12,80,2010,Solo,73,6lV2MSQmRIkycDScNtrBXO,https://open.spotify.com/track/6lV2MSQmRIkycDScNtrBXO,843380081.00
Alarm,Anne-Marie,dance pop,2016,2020‑06‑08,147,59,76,-5,18,81,206,8,23,62,2016,Solo,50,0OwX5aROoW1Iip8FV51Efg,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg,381344981.00
Alaska,Maggie Rogers,indie pop,2019,2021‑08‑09,104,39,85,-11,11,18,188,41,5,70,2016,Solo,69,4HfLQJtVT1KiX1eVedDyTm,https://open.spotify.com/track/4HfLQJtVT1KiX1eVedDyTm,263192155.00
Alejandro,Lady Gaga,art pop,2009,2022‑02‑17,99,79,62,-7,38,36,274,0,5,72,2010,Solo,70,4lwavw59UjXUPJZtKNdFYp,https://open.spotify.com/track/4lwavw59UjXUPJZtKNdFYp,521150114.00
All About That Bass,Meghan Trainor,dance pop,2015,2020‑06‑10,134,89,81,-4,12,96,188,6,5,78,2014,Solo,71,5jE48hhRu8E6zBDPRSkEq7,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7,859784877.00
All Day And Night,Jax Jones,dance pop,2019,2020‑06‑22,122,78,59,-4,16,52,169,27,9,64,2019,Solo,62,5naYe7rLMZcLfO1DKg48MK,https://open.spotify.com/track/5naYe7rLMZcLfO1DKg48MK,328085422.00
All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,hip hop,2015,2020‑06‑19,78,66,59,-5,12,25,224,2,20,73,2015,Solo,68,0hy1SOTEn9ifXTzOwnCwEr,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr,388172187.00
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,dance pop,2010,2022‑02‑17,150,78,54,-4,16,28,233,1,19,55,2010,Solo,67,5NEKjqTQPKiqOiOG8YxLdS,https://open.spotify.com/track/5NEKjqTQPKiqOiOG8YxLdS,372652619.00
All I Want,Kodaline,irish pop,2013,2020‑06‑11,187,41,19,-10,8,16,306,17,5,86,2013,Band/Group,77,0NlGoUyOJSuSHmngoibVAs,https://open.spotify.com/track/0NlGoUyOJSuSHmngoibVAs,1213115258.00
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,dance pop,2016,2020‑06‑08,95,79,69,-5,5,76,211,2,5,67,2016,Band/Group,60,7nD9nN3jord9wWcfW3Gkcm,https://open.spotify.com/track/7nD9nN3jord9wWcfW3Gkcm,379547504.00
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,edm,2015,2020‑06‑22,95,52,68,-6,11,18,230,12,14,77,2015,Duo,66,6TaqooOXAEcijL6G1AWS2K,https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K,635929854.00
All Night,The Vamps,boy band,2017,2021‑01‑28,145,80,54,-5,33,51,198,0,4,78,2017,Duo,67,0dXNQ8dckG4eYfEtq9zcva,https://open.spotify.com/track/0dXNQ8dckG4eYfEtq9zcva,683400106.00
All Of The Lights,Kanye West,chicago rap,2010,2020‑06‑16,142,80,53,-3,18,22,300,8,7,82,2011,Solo,76,22L7bfCiAkJo5xGSQgmiIO,https://open.spotify.com/track/22L7bfCiAkJo5xGSQgmiIO,743498442.00
All The Stars (with SZA),Kendrick Lamar,conscious hip hop,2018,2020‑06‑22,97,63,70,-5,9,55,232,6,6,85,2018,Solo,85,3GCdLUSnKSMJhs4Tj6CV3s,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,1884191522.00
All Time Low,The Wanted,boy band,2010,2022‑02‑17,134,62,69,-5,8,79,205,35,5,63,2010,Band/Group,50,4kPf4MbDp81GfVHLISdByL,https://open.spotify.com/track/4kPf4MbDp81GfVHLISdByL,33041908.00
All of Me,John Legend,neo soul,2013,2020‑06‑10,120,26,42,-7,13,33,270,92,3,90,2014,Solo,83,3U4isOIWM3VvDubwSI3y7a,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2554868736.00
Alone,Marshmello,brostep,2016,2021‑08‑17,142,95,63,-4,11,42,274,2,3,76,2016,Solo,68,3MEYFivt6bilQ9q9mFWZ4g,https://open.spotify.com/track/3MEYFivt6bilQ9q9mFWZ4g,583582439.00
Alors on danse - Radio Edit,Stromae,belgian pop,2010,2022‑02‑17,120,59,79,-9,7,71,206,10,8,83,2010,Solo,75,2GYHyAoLWpkxLVa4oYTVko,https://open.spotify.com/track/2GYHyAoLWpkxLVa4oYTVko,740554226.00
Am I Wrong,Nico & Vinz,pop rap,2014,2020‑06‑10,120,68,73,-6,55,78,246,18,3,82,2014,Duo,74,1fidCEsYlaVE3pHwKCvpFZ,https://open.spotify.com/track/1fidCEsYlaVE3pHwKCvpFZ,1034268124.00
Amnesia,5 Seconds of Summer,boy band,2014,2020‑06‑10,102,50,57,-5,21,11,237,3,3,71,2014,Band/Group,58,1JCCdiru7fhstOIF4N7WJC,https://open.spotify.com/track/1JCCdiru7fhstOIF4N7WJC,456050860.00
Anaconda,Nicki Minaj,dance pop,2014,2020‑06‑10,130,61,96,-6,21,65,260,7,18,70,2014,Solo,58,794F99D5BQHS5ZGRXAs7I5,https://open.spotify.com/track/794F99D5BQHS5ZGRXAs7I5,503357728.00
Angels,The xx,downtempo,2012,2020‑06‑22,92,16,42,-18,10,34,172,95,4,68,2012,Band/Group,60,3zsRP8rH1kaIAo9fmiP4El,https://open.spotify.com/track/3zsRP8rH1kaIAo9fmiP4El,234629298.00
Animal,Neon Trees,modern alternative rock,2010,2022‑02‑17,148,83,48,-6,37,74,212,0,4,76,2010,Band/Group,68,1fBl642IhJOE5U319Gy2Go,https://open.spotify.com/track/1fBl642IhJOE5U319Gy2Go,402118220.00
Animals,Maroon 5,pop,2014,2020‑06‑10,190,74,28,-6,59,33,231,0,9,85,2014,Band/Group,79,2bL2gyO6kBdLkNSkxXNh6x,https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x,1502259491.00
Anna Sun,WALK THE MOON,dance pop,2012,2021‑08‑09,140,84,47,-7,24,34,321,0,5,68,2012,Band/Group,57,3e0yTP5trHBBVvV32jwXqF,https://open.spotify.com/track/3e0yTP5trHBBVvV32jwXqF,163394046.00
Another Love,Tom Odell,chill pop,2013,2020‑06‑11,123,54,45,-9,9,13,244,70,4,94,2013,Solo,86,3JvKfv6T31zO0ini8iNItO,https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO,2785639063.00
Answerphone (feat. Yxng Bane),Banx & Ranx,basshall,2018,2020‑06‑22,113,83,67,-4,45,45,191,4,9,60,2018,Duo,47,1HagMz5nWk1HmevNCBOxF3,https://open.spotify.com/track/1HagMz5nWk1HmevNCBOxF3,141601002.00
Antidote,Travis Scott,hip hop,2015,2020‑06‑19,131,53,71,-5,12,13,263,1,3,78,2015,Solo,72,1wHZx0LgzFHyeIZkUydNXq,https://open.spotify.com/track/1wHZx0LgzFHyeIZkUydNXq,730490071.00
Antisocial (with Travis Scott),Ed Sheeran,pop,2019,2020‑06‑22,152,82,72,-5,36,91,162,13,5,68,2019,Solo,59,1DhRbox3xkceP64k3JeYfW,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,265250873.00
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,dance pop,2011,2020‑06‑22,130,84,72,-4,15,65,222,13,5,67,2012,Band/Group,58,3bfqkspKABT4pPicm6wC9F,https://open.spotify.com/track/3bfqkspKABT4pPicm6wC9F,130724216.00
Ayo,Chris Brown,dance pop,2015,2020‑06‑19,98,56,82,-5,9,68,225,4,4,76,2015,Solo,70,0k6DnZMLoEUH8NGD5zh2SE,https://open.spotify.com/track/0k6DnZMLoEUH8NGD5zh2SE,613365182.00
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,cali rap,2018,2020‑06‑22,204,35,75,-8,9,11,237,1,33,73,2018,Solo,60,0ZNrc4kNeQYD9koZ3KvCsy,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,377370722.00
BURN IT DOWN,Linkin Park,alternative metal,2012,2020‑06‑22,110,97,59,-4,7,59,230,1,5,79,2012,Band/Group,76,7oVEtyuv9NBmnytsCIsY5I,https://open.spotify.com/track/7oVEtyuv9NBmnytsCIsY5I,531428125.00
BUTTERFLY EFFECT,Travis Scott,hip hop,2018,2021‑01‑28,141,63,76,-6,11,19,191,5,5,81,2017,Solo,83,2cYqizR4lgvp4Qu6IQ3qGN,https://open.spotify.com/track/2cYqizR4lgvp4Qu6IQ3qGN,1589247085.00
Baby,Justin Bieber,canadian pop,2010,2022‑02‑17,65,86,73,-5,11,54,214,4,14,86,2010,Solo,81,6epn3r7S14KUqlReYr77hA,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA,1085705161.00
Back To December,Taylor Swift,pop,2010,2022‑02‑17,142,67,53,-5,33,29,293,12,3,71,2010,Solo,55,3DrjZArsPsoqbLzUZZV1Id,https://open.spotify.com/track/3DrjZArsPsoqbLzUZZV1Id,415407050.00
Back To Sleep,Chris Brown,dance pop,2015,2020‑06‑08,93,65,65,-5,9,72,201,4,24,65,2016,Solo,63,6dlpABcXrQKRU9G00i6Zba,https://open.spotify.com/track/6dlpABcXrQKRU9G00i6Zba,193732541.00
Bad (feat. Rihanna) - Remix,Wale,gangster rap,2013,2020‑06‑11,114,70,81,-7,11,45,239,31,7,67,2013,Solo,64,5yhKaacMZGRo4s6evJx9vk,https://open.spotify.com/track/5yhKaacMZGRo4s6evJx9vk,131895862.00
Bad (feat. Vassy) - Radio Edit,David Guetta,big room,2014,2020‑06‑10,128,97,61,-4,33,41,171,0,9,56,2014,Solo,51,06dT0EYXrhRQV1MsvWhNGv,https://open.spotify.com/track/06dT0EYXrhRQV1MsvWhNGv,633597342.00
Bad At Love,Halsey,dance pop,2017,2020‑06‑22,118,75,68,-4,9,61,181,6,3,77,2018,Solo,71,3OzCF9i6Ey7EkkAYJztmKp,https://open.spotify.com/track/3OzCF9i6Ey7EkkAYJztmKp,669333533.00
Bad Blood,Taylor Swift,pop,2014,2020‑06‑10,170,79,65,-6,20,29,212,9,19,60,2014,Solo,60,273dCMFseLcVsoSWx59IoE,https://open.spotify.com/track/273dCMFseLcVsoSWx59IoE,640055528.00
Bad Blood,Taylor Swift,pop,2014,2020‑06‑10,170,79,65,-6,20,29,212,9,19,60,2014,Solo,64,6xsEAm6w9oMQYYg3jkEkMT,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT,640055528.00
Bad Romance,Lady Gaga,art pop,2009,2022‑02‑17,119,92,70,-4,8,71,295,0,4,86,2010,Solo,82,0SiywuOBRcynK0uKGWdCnn,https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn,1370788882.00
Bad Vibe,M.O,afroswing,2018,2020‑06‑22,110,70,81,-4,10,76,214,18,4,58,2018,Band/Group,45,70eehEqNug7oAhozjhG21t,https://open.spotify.com/track/70eehEqNug7oAhozjhG21t,116973946.00
Bad and Boujee (feat. Lil Uzi Vert),Migos,atl hip hop,2017,2021‑01‑28,127,67,93,-5,12,17,343,6,24,78,2017,Trio,70,0M9ydKzuF3oZTfYYPfaGX1,https://open.spotify.com/track/0M9ydKzuF3oZTfYYPfaGX1,963290468.00
Bang Bang,Jessie J,dance pop,2014,2020‑06‑10,150,79,71,-3,38,75,199,26,9,83,2014,Solo,78,0puf9yIluy9W0vpMEUoAnN,https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN,1425703097.00
Bangarang (feat. Sirah),Skrillex,brostep,2011,2020‑06‑29,110,97,72,-2,32,58,215,1,20,75,2012,Solo,67,6VRhkROS2SZHGlp0pxndbJ,https://open.spotify.com/track/6VRhkROS2SZHGlp0pxndbJ,493969940.00
Bank Account,21 Savage,atl hip hop,2017,2021‑01‑28,75,35,88,-8,9,38,220,2,35,82,2017,Solo,72,5eqK0tbzUPo2SoeZsov04s,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s,1190618206.00
Barcelona,George Ezra,folk-pop,2014,2021‑08‑09,94,57,63,-9,11,18,189,32,3,70,2015,Solo,62,3ieLey98V9mIIh3W9gBlPF,https://open.spotify.com/track/3ieLey98V9mIIh3W9gBlPF,272309547.00
Battle Scars (with Guy Sebastian),Lupe Fiasco,chicago rap,2012,2020‑06‑22,168,81,52,-5,11,49,250,19,29,74,2012,Solo,61,1hWYT0w2R0J19rlVkiez7X,https://open.spotify.com/track/1hWYT0w2R0J19rlVkiez7X,389130976.00
Be Careful,Cardi B,dance pop,2018,2020‑06‑22,152,57,82,-8,10,54,211,3,41,72,2018,Solo,66,2Yl4OmDby9iitgNWZPwxkd,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd,361040021.00
Beautiful People,Chris Brown,dance pop,2019,2020‑06‑16,128,78,42,-6,8,54,226,7,16,59,2011,Solo,50,7mdNKXxia7AeSuJqjjA2rb,https://open.spotify.com/track/7mdNKXxia7AeSuJqjjA2rb,180426283.00
Beauty And A Beat,Justin Bieber,canadian pop,2012,2020‑06‑11,128,84,60,-5,7,53,228,0,6,78,2013,Solo,80,6QFCMUUq1T2Vf5sFUXcuQ7,https://open.spotify.com/track/6QFCMUUq1T2Vf5sFUXcuQ7,991762256.00
BedRock,Young Money,dance pop,2009,2022‑02‑17,148,66,73,-6,19,56,288,10,30,76,2010,Band/Group,67,3iL2l5gUqyPS6vDwJFgJTR,https://open.spotify.com/track/3iL2l5gUqyPS6vDwJFgJTR,368521660.00
Believe,Mumford & Sons,modern folk rock,2015,2020‑06‑19,114,62,36,-7,22,42,221,3,4,61,2015,Band/Group,53,5CN13QjYdc9s4aFg2wxwnE,https://open.spotify.com/track/5CN13QjYdc9s4aFg2wxwnE,290794090.00
Believer,Imagine Dragons,modern rock,2017,2021‑01‑28,125,78,78,-4,8,67,204,6,13,91,2017,Band/Group,85,0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,3246012023.00
Berzerk,Eminem,detroit hip hop,2013,2020‑06‑11,95,87,74,-4,26,68,239,2,33,72,2013,Solo,65,6Xk7PnitV9jCRorWt2LiVZ,https://open.spotify.com/track/6Xk7PnitV9jCRorWt2LiVZ,320193708.00
Best Day Of My Life,American Authors,indie poptimism,2014,2020‑06‑10,100,90,67,-2,6,54,194,6,3,83,2014,Band/Group,77,5Hroj5K7vLpIG4FNCRIjbP,https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP,1081555895.00
Best Song Ever,One Direction,boy band,2013,2020‑06‑11,118,88,65,-3,8,49,200,2,5,81,2013,Band/Group,78,5T7ZFtCcOgkpjxcuaeZbw0,https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0,644697258.00
Best Thing I Never Had,Beyoncé,dance pop,2011,2020‑06‑16,99,65,55,-4,9,30,254,14,3,74,2011,Solo,64,3lBRNqXjPp2j3JMTCXDTNO,https://open.spotify.com/track/3lBRNqXjPp2j3JMTCXDTNO,404298658.00
Better,Khalid,pop,2018,2020‑06‑22,98,55,60,-10,10,11,229,8,10,81,2019,Solo,77,2OpBganfGk2GVdSlRdxzaX,https://open.spotify.com/track/2OpBganfGk2GVdSlRdxzaX,1462776022.00
Better Now,Post Malone,dfw rap,2018,2020‑06‑22,145,58,68,-6,14,34,231,33,4,84,2018,Solo,77,7dt6x5M1jzdTEt8oCbisTK,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2034093608.00
Billionaire (feat. Bruno Mars),Travie McCoy,dance pop,2010,2022‑02‑17,87,67,63,-6,21,66,211,30,26,77,2010,Solo,72,2qPUnoasNe4Ep43emVXEig,https://open.spotify.com/track/2qPUnoasNe4Ep43emVXEig,740935172.00
Bitch Better Have My Money,Rihanna,barbadian pop,2015,2020‑06‑19,103,73,78,-5,26,40,219,5,6,78,2015,Solo,73,0NTMtAO2BV4tnGvw9EgBVq,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq,889178822.00
Black Beatles,Rae Sremmurd,hip hop,2016,2021‑01‑28,146,63,79,-6,13,36,292,14,6,80,2017,Duo,73,6fujklziTHa8uoM5OQSfIo,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,1015058826.00
Black Skinhead,Kanye West,chicago rap,2013,2020‑06‑11,130,81,77,-6,17,33,188,0,28,80,2013,Solo,71,722tgOgdIbNe3BEyLnejw4,https://open.spotify.com/track/722tgOgdIbNe3BEyLnejw4,641215515.00
Black Widow,Iggy Azalea,australian hip hop,2014,2020‑06‑10,164,72,74,-4,11,52,209,19,12,71,2014,Solo,64,7pNC5ZIKtwUK0ReSpM3P9f,https://open.spotify.com/track/7pNC5ZIKtwUK0ReSpM3P9f,604529659.00
Black and Yellow,Wiz Khalifa,dance pop,2011,2020‑06‑16,164,83,68,-5,27,54,218,6,7,80,2011,Solo,73,5A6OHHy73AR5tLxgTc98zz,https://open.spotify.com/track/5A6OHHy73AR5tLxgTc98zz,684219442.00
Blah Blah Blah (feat. 3OH!3),Kesha,dance pop,2010,2022‑02‑17,120,84,75,-3,42,52,172,8,12,67,2010,Solo,66,7lWUJpax919G4JdaFEVmCy,https://open.spotify.com/track/7lWUJpax919G4JdaFEVmCy,125440750.00
Blame (feat. John Newman),Calvin Harris,dance pop,2014,2020‑06‑10,128,86,41,-4,34,35,213,3,8,81,2014,Solo,79,07nH4ifBxUB4lZcsf44Brn,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn,1036629577.00
Blame It on Me,George Ezra,folk-pop,2014,2021‑08‑09,104,76,54,-3,34,42,196,47,3,73,2014,Solo,71,2vzMWO0T008m86yDnXwkII,https://open.spotify.com/track/2vzMWO0T008m86yDnXwkII,307242502.00
Blank Space,Taylor Swift,pop,2014,2020‑06‑19,96,68,75,-5,13,58,232,9,6,79,2015,Solo,69,1p80LdxRV74UKvL8gnD7ky,https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky,1969158945.00
Blind Faith,Chase & Status,dancefloor dnb,2011,2020‑06‑16,140,85,45,-5,23,40,234,1,5,66,2011,Duo,59,04OxTCLGgDKfO0MMA2lcxv,https://open.spotify.com/track/04OxTCLGgDKfO0MMA2lcxv,100185554.00
Blow,Kesha,dance pop,2010,2020‑06‑16,120,73,75,-4,7,81,220,0,4,75,2011,Solo,70,3pYDZTJM2tVBUhIRifWVzI,https://open.spotify.com/track/3pYDZTJM2tVBUhIRifWVzI,199868825.00
Blow Me (One Last Kiss),P!nk,dance pop,2012,2020‑06‑22,114,92,60,-3,28,73,256,0,4,71,2012,Solo,64,4k80K0b6KZ2QjAYkXON7q6,https://open.spotify.com/track/4k80K0b6KZ2QjAYkXON7q6,226085136.00
Blown Away,Carrie Underwood,contemporary country,2012,2022‑03‑22,137,84,53,-3,3,39,240,9,4,68,2012,Solo,60,0vFMQi8ZnOM2y8cuReZTZ2,https://open.spotify.com/track/0vFMQi8ZnOM2y8cuReZTZ2,151612544.00
Blurred Lines,Robin Thicke,contemporary r&b,2013,2020‑06‑11,120,50,86,-8,8,88,263,0,5,61,2013,Solo,73,0n4bITAu0Y0nigrz3MFJMb,https://open.spotify.com/track/0n4bITAu0Y0nigrz3MFJMb,892859629.00
Boasty (feat. Idris Elba),Wiley,grime,2019,2020‑06‑22,103,77,89,-5,9,46,177,1,7,68,2019,Solo,59,5X5YDBavdU5RjYMlxqwlCm,https://open.spotify.com/track/5X5YDBavdU5RjYMlxqwlCm,171625826.00
Bodak Yellow,Cardi B,dance pop,2018,2021‑01‑28,125,70,93,-6,23,49,224,7,10,77,2017,Solo,70,6KBYefIoo7KydImq1uUQlL,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL,923329828.00
Body,Loud Luxury,dance pop,2017,2020‑06‑22,122,76,75,-4,5,58,163,5,4,77,2018,Duo,76,21RzyxY3EFaxVy6K4RqaU9,https://open.spotify.com/track/21RzyxY3EFaxVy6K4RqaU9,1268168560.00
Body Party,Ciara,dance pop,2013,2020‑06‑11,134,58,58,-6,60,12,234,1,6,70,2013,Solo,62,0rFZaQ4crlGAzuCjWCQ2xu,https://open.spotify.com/track/0rFZaQ4crlGAzuCjWCQ2xu,199281783.00
Bohemian Rhapsody - Remastered 2011,Queen,classic rock,1975,2020‑06‑22,144,40,39,-10,24,23,354,29,5,77,2019,Band/Group,69,7tFiyTwD0nx5a1eklYtX2J,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2651702747.00
Boo'd Up,Ella Mai,dance pop,2017,2020‑06‑22,82,78,56,-5,8,24,256,9,5,73,2018,Solo,66,0At2qAoaVjIwWNAqrscXli,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli,377752729.00
Bored,Billie Eilish,art pop,2017,2021‑09‑20,120,32,61,-13,8,11,181,90,5,88,2017,Solo,79,04sN26COy28wTXYj3dMoiZ,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ,1073369378.00
Born This Way,Lady Gaga,art pop,2011,2020‑06‑16,124,83,59,-5,33,49,260,0,16,73,2011,Solo,65,6r2BECwMgEoRb5yLfp0Hca,https://open.spotify.com/track/6r2BECwMgEoRb5yLfp0Hca,659648228.00
Born To Die,Lana Del Rey,art pop,2012,2020‑06‑22,86,63,39,-7,20,40,286,20,4,62,2012,Solo,66,5wEreUfwxZxWnEol61ulIi,https://open.spotify.com/track/5wEreUfwxZxWnEol61ulIi,784715116.00
Bottoms Up (feat. Nicki Minaj),Trey Songz,dance pop,2010,2022‑02‑17,74,60,84,-5,39,33,242,2,16,78,2010,Solo,69,4AYX69oFP3UOS1CFmV9UfO,https://open.spotify.com/track/4AYX69oFP3UOS1CFmV9UfO,335869260.00
Bounce (feat. Kelis) - Radio Edit,Calvin Harris,dance pop,2012,2020‑06‑16,128,96,78,-2,66,76,222,3,4,67,2011,Solo,58,36cmM3MBMWWCFIiQ90U4J8,https://open.spotify.com/track/36cmM3MBMWWCFIiQ90U4J8,153707926.00
